danceability,energy,loudness,major,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Cis,D,Dis,E,F,Fis,G,Gis,A,Ais,B,3/4,4/4,5/4,ysrelease,mood
0.518,0.961,-3.738,1,0.0911,0.0066,0.0,0.316,0.181,102.995,259493,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,aggressive
0.438,0.526,-12.129,1,0.0434,0.763,0.867,0.117,0.226,117.997,347105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,aggressive
0.174,0.618,-11.215,0,0.0616,0.312,0.899,0.108,0.0719,90.042,258093,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,aggressive
0.341,0.542,-8.361,1,0.0526,0.0794,0.956,0.137,0.0635,110.097,184747,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,aggressive
0.341,0.825,-9.326,1,0.0574,0.0456,0.00635,0.132,0.153,144.997,268107,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,aggressive
0.235,0.927,-5.824,1,0.084,0.000173,0.893,0.0748,0.253,90.497,211267,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,aggressive
0.614,0.87,-8.855,1,0.0352,0.0287,0.896,0.0682,0.237,95.982,231144,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,aggressive
0.594,0.913,-4.545,0,0.294,0.0457,0.000191,0.284,0.735,92.038,366067,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16,aggressive
0.603,0.894,-3.749,1,0.131,0.0172,1.75e-05,0.304,0.553,96.055,219429,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,aggressive
0.688,0.835,-4.162,1,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,aggressive
0.59,0.903,-6.109,1,0.0366,0.0707,6.31e-06,0.216,0.719,133.254,218123,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,aggressive
0.465,0.939,-7.793,1,0.0494,0.0384,0.0,0.181,0.805,158.44,231080,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,aggressive
0.541,0.91,-3.879,0,0.0639,0.0132,0.0,0.578,0.493,127.096,187360,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,aggressive
0.485,0.594,-9.282,0,0.0363,0.375,0.844,0.145,0.193,91.011,158507,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46,aggressive
0.158,0.858,-3.593,1,0.195,1.09e-05,0.00345,0.112,0.511,77.144,154439,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,aggressive
0.553,0.93,-5.691,0,0.0451,1.99e-06,0.587,0.112,0.895,109.997,197842,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,aggressive
0.44,0.992,-3.586,0,0.184,1.1e-05,0.00883,0.185,0.142,100.421,283067,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,aggressive
0.382,0.993,-3.743,1,0.103,1.88e-05,0.00267,0.0954,0.18,185.02,258133,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,aggressive
0.454,0.992,-3.219,0,0.112,1.26e-05,0.00415,0.202,0.329,117.954,326573,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,aggressive
0.372,0.97,-6.612,0,0.0841,0.000251,0.0255,0.242,0.279,104.689,242667,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,aggressive
0.411,0.987,-4.665,1,0.167,6.37e-06,0.447,0.348,0.175,117.997,214000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,aggressive
0.407,0.957,-5.332,1,0.11,2.01e-06,0.864,0.492,0.0735,119.929,196987,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,aggressive
0.468,0.984,-3.763,0,0.12,7.63e-05,0.000806,0.196,0.356,133.964,257987,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,aggressive
0.537,0.989,-3.327,1,0.15,0.00012,9.04e-06,0.18,0.112,116.019,258013,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,aggressive
0.422,0.95,-5.805,0,0.103,0.00608,0.518,0.0681,0.329,175.026,275508,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,aggressive
0.282,0.996,-4.991,1,0.227,0.00298,0.0126,0.228,0.0394,124.959,263333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,aggressive
0.555,0.959,-4.58,1,0.0668,2.68e-05,0.543,0.0969,0.299,102.531,225920,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,aggressive
0.216,0.889,-3.4,1,0.107,3.31e-06,0.591,0.318,0.11,121.92,217714,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,aggressive
0.229,0.229,-1.977,1,0.0877,2.04e-06,0.616,0.319,0.17,164.889,280560,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,aggressive
0.127,0.969,-1.477,0,0.093,1.83e-06,0.894,0.366,0.0676,145.688,182800,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,aggressive
0.559,0.918,-2.555,1,0.149,4.17e-05,0.911,0.232,0.0771,119.968,258400,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,aggressive
0.573,0.995,-2.553,1,0.219,0.000138,0.392,0.34,0.161,125.015,278880,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,aggressive
0.259,0.964,-5.331,1,0.172,0.000308,0.00032,0.855,0.361,148.072,246200,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,aggressive
0.348,0.924,-3.996,1,0.0736,1e-06,0.926,0.243,0.182,161.961,279333,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,aggressive
0.299,0.995,-2.669,1,0.199,3.42e-05,5.64e-05,0.37,0.174,127.305,243506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,aggressive
0.165,0.971,-3.523,1,0.0951,5.14e-06,0.000926,0.196,0.0773,179.324,257880,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,aggressive
0.295,0.952,-2.827,1,0.0705,1.05e-06,0.278,0.16,0.133,170.153,259880,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,aggressive
0.511,0.989,-3.012,0,0.169,0.00782,0.302,0.216,0.638,175.04,312686,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,aggressive
0.42,0.996,-4.792,0,0.0772,0.000661,0.519,0.193,0.159,94.956,280421,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,aggressive
0.495,0.977,-4.554,0,0.169,0.105,5.43e-06,0.228,0.703,174.947,285257,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,aggressive
0.438,0.997,-1.96,1,0.231,2.39e-06,0.537,0.332,0.0599,107.47,172400,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,aggressive
0.493,0.995,-2.913,1,0.197,0.000157,0.0164,0.206,0.0643,129.953,219427,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,aggressive
0.527,0.917,-5.737,1,0.0394,5.69e-06,0.00259,0.062,0.33,89.993,256720,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19,aggressive
0.365,0.978,-3.782,1,0.0897,0.000186,0.0171,0.0901,0.0819,196.916,336333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,aggressive
0.506,0.99,-3.535,1,0.142,0.000275,1.87e-05,0.269,0.0977,95.02,277133,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,aggressive
0.273,0.959,-3.992,0,0.11,0.000146,0.695,0.062,0.317,115.569,232067,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,aggressive
0.29,0.972,-5.395,1,0.0921,2.89e-06,0.67,0.384,0.0873,107.6,150547,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,aggressive
0.502,0.968,-4.341,0,0.121,0.000652,0.0441,0.373,0.283,122.536,218787,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,aggressive
0.543,0.989,-2.137,0,0.179,7.82e-05,0.044,0.0512,0.111,119.053,220093,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,aggressive
0.512,0.996,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,220880,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,aggressive
0.348,0.978,-4.589,1,0.0726,3.25e-05,0.0439,0.345,0.229,199.939,218164,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,aggressive
0.291,0.975,-4.782,1,0.0867,0.000293,0.000613,0.344,0.147,117.511,262234,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,aggressive
0.485,0.996,-1.851,1,0.147,2.59e-05,0.0043,0.104,0.315,112.73,226493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,aggressive
0.336,0.955,-2.22,1,0.15,6.23e-05,6.42e-05,0.373,0.521,163.99,233467,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,aggressive
0.472,0.991,-2.22,0,0.168,2.69e-05,0.396,0.236,0.295,106.913,230440,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,aggressive
0.365,0.902,-7.392,1,0.0739,0.000163,0.00435,0.0853,0.228,101.485,243027,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,aggressive
0.42,0.989,-6.687,0,0.195,2.19e-06,0.857,0.075,0.0394,120.0,294734,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,aggressive
0.493,0.996,-1.578,1,0.0506,0.00299,0.197,0.307,0.168,95.014,190737,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,aggressive
0.347,0.972,-1.544,1,0.126,0.125,0.000645,0.359,0.0532,179.83,155368,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,aggressive
0.396,0.989,-3.531,1,0.0672,0.00434,0.0472,0.3,0.142,95.029,179368,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,aggressive
0.425,0.997,-1.667,1,0.149,0.0919,0.773,0.31,0.0751,99.991,230400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,aggressive
0.452,0.812,-7.642,0,0.0558,0.0672,0.845,0.297,0.347,175.035,327079,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,aggressive
0.34,0.954,-3.576,0,0.11,0.0828,0.566,0.173,0.196,169.924,242824,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,aggressive
0.46,0.986,-5.272,1,0.125,0.00778,0.0371,0.332,0.239,170.006,285269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,aggressive
0.437,0.851,-5.022,1,0.08,0.000904,0.0383,0.176,0.141,175.037,301577,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,aggressive
0.465,0.97,-3.976,0,0.1,5.68e-06,0.000844,0.38,0.113,125.008,278373,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,aggressive
0.474,0.986,-4.161,1,0.145,8.14e-06,0.901,0.336,0.099,117.475,197427,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,aggressive
0.434,0.993,-3.929,1,0.152,2.6e-06,0.865,0.345,0.086,117.468,242000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,aggressive
0.324,0.989,-2.968,0,0.245,0.000161,0.000641,0.362,0.0705,102.807,278720,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14,aggressive
0.184,0.988,-3.114,0,0.149,7.97e-05,0.00267,0.826,0.0571,135.698,235387,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,aggressive
0.501,0.938,-4.345,1,0.0536,7.94e-05,0.0,0.0923,0.406,94.05,166147,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,aggressive
0.532,0.987,-3.577,1,0.0949,0.00196,0.0244,0.453,0.108,150.015,304716,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,aggressive
0.361,0.968,-3.783,0,0.166,0.0241,0.00723,0.316,0.512,179.791,190616,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,aggressive
0.56,0.989,-5.868,0,0.0579,0.000548,0.887,0.0971,0.407,132.026,268534,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,aggressive
0.242,0.917,-4.278,0,0.159,0.00047,0.0,0.476,0.0604,175.245,177763,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,aggressive
0.44,0.993,-3.744,1,0.117,3.13e-06,0.94,0.529,0.171,97.034,204187,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,aggressive
0.324,0.994,-4.366,0,0.141,9.06e-05,0.347,0.0916,0.0841,105.012,291773,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,aggressive
0.446,0.905,-5.823,1,0.0696,0.377,0.0787,0.164,0.0378,179.978,201511,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,aggressive
0.442,0.874,-4.364,0,0.104,0.0353,0.00058,0.677,0.149,87.504,241267,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,aggressive
0.222,0.986,-2.897,1,0.146,2.9e-06,0.87,0.107,0.157,95.85,386090,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,aggressive
0.16,0.929,-2.977,1,0.106,7.64e-06,0.834,0.317,0.268,59.95,357460,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21,aggressive
0.453,0.996,-1.497,0,0.152,0.00345,0.205,0.248,0.0963,183.01,330574,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,aggressive
0.419,0.942,-5.958,1,0.0687,0.00889,0.447,0.307,0.0588,171.999,290473,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,aggressive
0.613,0.953,-4.936,1,0.153,0.00018,0.0614,0.116,0.213,119.976,192560,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,aggressive
0.645,0.857,-1.949,0,0.142,0.000748,0.153,0.294,0.316,105.024,182120,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,aggressive
0.348,0.99,-4.02,1,0.213,4.35e-06,0.364,0.198,0.126,108.065,286920,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,aggressive
0.515,0.939,-3.326,0,0.0998,1.65e-05,0.0339,0.191,0.396,120.044,218120,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,aggressive
0.437,0.885,-4.314,1,0.196,0.000855,0.176,0.542,0.0827,189.933,248710,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,aggressive
0.493,0.979,-4.765,1,0.187,0.000554,0.305,0.724,0.218,154.919,283379,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,aggressive
0.552,0.918,-6.19,1,0.136,0.204,0.00699,0.128,0.493,170.092,296423,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,aggressive
0.516,0.945,-3.071,1,0.107,0.00221,0.199,0.106,0.574,165.06,269354,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,aggressive
0.397,0.919,-3.588,0,0.0421,0.000106,0.831,0.53,0.111,180.0,272988,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,aggressive
0.334,0.919,-5.432,1,0.07,5.08e-05,0.0234,0.576,0.501,110.085,217933,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15,aggressive
0.567,0.891,-4.629,0,0.0498,0.0209,0.532,0.254,0.168,150.055,245300,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,aggressive
0.511,0.983,-5.215,0,0.0932,3.34e-05,0.682,0.176,0.356,108.968,208840,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,aggressive
0.346,0.843,-3.578,0,0.0901,1.37e-06,0.0,0.411,0.0323,105.517,234613,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,aggressive
0.339,0.861,-1.432,0,0.0691,3.36e-06,0.262,0.629,0.274,114.997,226893,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,aggressive
0.174,0.966,-4.941,0,0.145,2.89e-06,0.64,0.517,0.0546,123.294,248871,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,aggressive
0.287,0.996,-0.624,1,0.0993,1.54e-05,0.0748,0.255,0.0986,129.693,169560,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,aggressive
0.405,0.998,-1.571,0,0.158,2.35e-05,0.254,0.0598,0.153,170.017,238880,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17,aggressive
0.411,0.976,-2.938,1,0.104,4.01e-06,0.259,0.352,0.272,117.105,156067,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,aggressive
0.181,0.971,-4.127,1,0.0853,0.00103,0.213,0.108,0.276,199.843,285053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,aggressive
0.571,0.966,-3.39,0,0.0962,0.000323,0.000453,0.323,0.454,126.958,218333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15,aggressive
0.473,0.985,-3.046,1,0.0905,1.39e-05,0.78,0.295,0.328,111.916,227600,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,aggressive
0.343,0.994,-4.585,1,0.26,1.96e-06,0.931,0.727,0.0752,129.792,191200,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,aggressive
0.356,0.96,-9.491,1,0.0453,5e-06,0.0266,0.0772,0.415,111.508,203787,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,aggressive
0.459,0.996,-4.353,1,0.154,4.25e-06,0.877,0.656,0.0386,95.059,224920,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,aggressive
0.479,0.96,-9.551,0,0.0991,0.000148,4.62e-05,0.208,0.506,93.867,168600,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30,aggressive
0.507,0.95,-3.224,1,0.202,0.000106,0.0114,0.107,0.138,107.929,149787,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18,aggressive
0.191,0.958,-5.057,1,0.0901,3.07e-05,0.00536,0.477,0.277,191.775,272147,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,aggressive
0.429,0.932,-5.065,1,0.151,0.000372,0.0232,0.112,0.177,185.073,137440,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,aggressive
0.441,0.985,-4.032,1,0.0848,1.8e-06,0.00307,0.299,0.114,114.982,225133,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,aggressive
0.186,0.987,-5.019,1,0.141,3.19e-05,0.886,0.53,0.0851,121.537,225027,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,aggressive
0.213,0.978,-4.051,1,0.23,0.000281,0.669,0.0783,0.148,77.164,156853,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,aggressive
0.328,0.993,-2.852,1,0.128,0.00057,0.217,0.183,0.0863,87.46,285837,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,aggressive
0.441,0.984,-4.569,1,0.309,0.0156,0.00415,0.171,0.274,164.964,239640,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,aggressive
0.396,0.967,-1.86,1,0.295,0.0065,0.0586,0.538,0.309,173.986,226207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,aggressive
0.405,0.999,-1.845,1,0.268,0.0331,0.068,0.604,0.0661,174.029,198619,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,aggressive
0.394,0.985,-4.338,1,0.125,0.0953,0.599,0.0851,0.109,159.966,183253,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,aggressive
0.459,0.966,-3.985,1,0.0758,9.11e-05,0.017,0.217,0.376,175.069,249853,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15,aggressive
0.492,0.928,-3.596,0,0.0621,0.000395,0.00606,0.365,0.655,90.022,185253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,aggressive
0.447,0.976,-4.4,1,0.0435,3.04e-05,0.274,0.7,0.666,140.026,214893,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,aggressive
0.516,0.997,-2.822,1,0.141,0.00991,0.0469,0.0682,0.106,95.007,267790,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,aggressive
0.498,0.917,-3.465,1,0.0682,0.00033,0.0862,0.343,0.157,100.04,180300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,aggressive
0.479,0.961,-2.49,0,0.0764,7.6e-05,0.0,0.115,0.289,90.015,194694,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,aggressive
0.351,0.997,-2.254,1,0.0794,0.000147,0.843,0.0983,0.355,175.067,309943,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,aggressive
0.305,0.977,-3.96,0,0.122,7.74e-06,0.00219,0.347,0.0946,174.964,317475,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,aggressive
0.303,0.965,-5.174,0,0.0355,5.04e-06,0.875,0.262,0.51,174.987,279713,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,aggressive
0.67,0.621,-2.005,1,0.133,2.67e-05,0.833,0.0541,0.71,129.979,271928,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,aggressive
0.303,0.995,-2.4,0,0.0988,1.14e-06,0.928,0.233,0.173,174.973,218054,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,aggressive
0.448,0.994,-3.626,1,0.123,5.71e-06,0.121,0.236,0.0365,92.516,359956,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,aggressive
0.118,0.932,-3.464,1,0.0608,1.21e-06,0.000184,0.424,0.232,184.083,166467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,aggressive
0.51,0.995,-3.71,1,0.156,0.000199,0.000808,0.439,0.153,120.007,197827,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,aggressive
0.117,0.921,-3.285,1,0.0662,1.45e-06,0.855,0.214,0.254,170.456,228840,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,aggressive
0.278,0.967,-2.299,0,0.097,5.97e-06,0.963,0.333,0.0561,177.44,237000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,aggressive
0.386,0.947,-2.655,1,0.065,1.57e-05,0.937,0.302,0.359,93.983,209947,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,aggressive
0.103,0.966,-3.403,1,0.0846,1.13e-06,0.0223,0.378,0.374,166.194,234947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,aggressive
0.329,0.961,-3.568,1,0.0658,1.21e-06,0.0973,0.337,0.163,137.544,303467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,aggressive
0.29,0.976,-3.681,1,0.108,0.00109,0.00142,0.205,0.234,112.668,267853,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,aggressive
0.556,0.941,-5.943,1,0.173,0.256,0.00104,0.0397,0.453,170.09,230239,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,aggressive
0.531,0.956,-3.245,1,0.0342,0.000104,0.000828,0.0987,0.483,109.957,229160,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,aggressive
0.43,0.994,-3.082,1,0.0461,8.58e-05,0.0115,0.137,0.306,144.977,248840,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,aggressive
0.348,0.974,-4.523,0,0.0547,3.72e-05,0.0013,0.561,0.539,180.077,234312,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,aggressive
0.435,0.928,-4.896,1,0.0476,1.05e-05,0.76,0.0723,0.497,145.033,242520,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18,aggressive
0.493,0.988,-4.053,1,0.0495,0.00217,0.000604,0.881,0.735,144.986,184907,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18,aggressive
0.369,0.971,-5.61,0,0.0976,3.46e-05,0.08,0.0636,0.461,180.052,213000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,aggressive
0.453,0.989,-3.353,1,0.276,0.0013,0.163,0.0514,0.137,149.903,238400,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,aggressive
0.239,0.989,-4.563,0,0.275,2.2e-05,0.614,0.492,0.237,169.922,256120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,aggressive
0.421,0.99,-4.731,1,0.148,5.11e-06,0.0291,0.152,0.257,120.013,202773,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,aggressive
0.266,0.993,-1.098,1,0.0974,5.68e-05,0.477,0.328,0.0374,116.4,214720,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,aggressive
0.351,0.992,-0.885,1,0.123,0.000196,0.0543,0.227,0.174,141.959,235493,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,aggressive
0.297,0.997,-0.618,0,0.187,0.000161,0.0258,0.247,0.0907,114.969,158329,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,aggressive
0.504,0.995,-1.948,1,0.104,0.0798,0.00256,0.138,0.415,99.993,250236,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,aggressive
0.465,0.983,-3.69,1,0.174,0.00016,0.00183,0.212,0.159,95.04,235995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,aggressive
0.475,0.911,-3.829,1,0.257,0.000844,0.12,0.363,0.201,176.025,226364,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,aggressive
0.428,0.97,-3.413,0,0.134,0.000312,0.00426,0.264,0.177,174.03,220789,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,aggressive
0.505,0.943,-7.347,1,0.0843,0.000218,0.296,0.392,0.222,107.531,289560,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,aggressive
0.504,0.967,-4.244,0,0.047,0.0122,0.385,0.315,0.388,94.998,222316,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,aggressive
0.368,0.981,-2.215,1,0.0735,5.76e-06,0.789,0.358,0.113,169.989,200078,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,aggressive
0.439,0.96,-4.077,0,0.0505,1.8e-05,0.803,0.47,0.563,158.021,288708,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,aggressive
0.35,0.701,-2.883,1,0.111,1.47e-05,5.75e-05,0.345,0.0362,120.075,215125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,aggressive
0.491,0.966,-3.974,1,0.0463,9.12e-05,0.346,0.153,0.223,95.141,188600,0,0,1,0,0,0,0,0,0,0,0,0,1,0,21,aggressive
0.624,0.904,-4.774,1,0.0479,0.00112,0.0231,0.604,0.649,130.153,216733,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,aggressive
0.591,0.942,-4.975,1,0.0576,0.00429,0.0558,0.18,0.456,95.084,226067,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,aggressive
0.578,0.912,-7.548,1,0.0712,0.00293,0.0348,0.0892,0.698,169.981,231733,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,aggressive
0.66,0.713,-8.146,1,0.0363,1.45e-05,0.628,0.203,0.554,130.156,248427,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,aggressive
0.438,0.991,-5.245,1,0.0748,2.11e-06,0.161,0.231,0.399,106.538,188800,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,aggressive
0.578,0.748,-8.702,1,0.0546,0.0145,0.723,0.11,0.345,81.107,219080,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37,aggressive
0.552,0.871,-7.678,0,0.0389,0.195,0.0,0.146,0.69,157.102,216507,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16,aggressive
0.559,0.84,-6.772,0,0.031,0.0329,5.14e-06,0.927,0.472,153.208,184413,0,0,0,0,0,0,0,0,0,1,0,0,1,0,32,aggressive
0.257,0.951,-3.783,1,0.0997,5.38e-05,0.15,0.121,0.207,101.189,252280,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,aggressive
0.578,0.726,-10.905,0,0.0335,0.008,0.767,0.337,0.785,135.019,295111,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,aggressive
0.53,0.955,-3.23,1,0.158,5.47e-05,3e-05,0.346,0.25,140.951,247027,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,aggressive
