danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Mood,name,artists,Popularity,album_name,release_year
0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,audio_features,3K7Q9PHUWPTaknlbFPThn2,spotify:track:3K7Q9PHUWPTaknlbFPThn2,https://api.spotify.com/v1/tracks/3K7Q9PHUWPTaknlbFPThn2,https://api.spotify.com/v1/audio-analysis/3K7Q9PHUWPTaknlbFPThn2,298867,4,happy,Celebration,Kool & The Gang,73.0,Celebrate!,1980
0.639,0.795,10,-5.927,1,0.0655,0.034,0.0,0.179,0.939,171.378,audio_features,6uP1ltEgH9Na7C1AkxJTvF,spotify:track:6uP1ltEgH9Na7C1AkxJTvF,https://api.spotify.com/v1/tracks/6uP1ltEgH9Na7C1AkxJTvF,https://api.spotify.com/v1/audio-analysis/6uP1ltEgH9Na7C1AkxJTvF,281333,4,happy,Gimme Gimme Gimme (with Patti Austin),Narada Michael Walden,53.0,The Nature Of Things,1985
0.818,0.705,4,-9.609,1,0.0329,0.413,0.0,0.0269,0.965,123.436,audio_features,7gfAYm7X5HMSuKcO4dy8Wi,spotify:track:7gfAYm7X5HMSuKcO4dy8Wi,https://api.spotify.com/v1/tracks/7gfAYm7X5HMSuKcO4dy8Wi,https://api.spotify.com/v1/audio-analysis/7gfAYm7X5HMSuKcO4dy8Wi,274067,4,happy,Loco in Acapulco,Four Tops,64.0,Indestructible,1988
0.657,0.989,4,-5.211,1,0.0596,0.314,0.000119,0.0621,0.639,119.051,audio_features,2mXvx5UORysNIFVnsuo3kc,spotify:track:2mXvx5UORysNIFVnsuo3kc,https://api.spotify.com/v1/tracks/2mXvx5UORysNIFVnsuo3kc,https://api.spotify.com/v1/audio-analysis/2mXvx5UORysNIFVnsuo3kc,208520,4,happy,You Came - Single Version,Kim Wilde,60.0,Close (Expanded Edition),1988
0.734,0.978,7,-4.568,1,0.034,0.0412,0.422,0.358,0.845,116.082,audio_features,1MK5FOmm5ppLIS2Ga3jHlT,spotify:track:1MK5FOmm5ppLIS2Ga3jHlT,https://api.spotify.com/v1/tracks/1MK5FOmm5ppLIS2Ga3jHlT,https://api.spotify.com/v1/audio-analysis/1MK5FOmm5ppLIS2Ga3jHlT,204440,4,happy,I Should Be So Lucky,Kylie Minogue,56.0,Kylie,1988
0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.919,128.168,audio_features,0qi4b1l0eT3jpzeNHeFXDT,spotify:track:0qi4b1l0eT3jpzeNHeFXDT,https://api.spotify.com/v1/tracks/0qi4b1l0eT3jpzeNHeFXDT,https://api.spotify.com/v1/audio-analysis/0qi4b1l0eT3jpzeNHeFXDT,220893,4,happy,Just Can't Get Enough,Depeche Mode,72.0,Speak And Spell (Deluxe),1981
0.845,0.541,1,-9.029,0,0.0748,0.0586,0.0586,0.149,0.79,117.362,audio_features,0Zn63G0XTiqXwr1KSmARWz,spotify:track:0Zn63G0XTiqXwr1KSmARWz,https://api.spotify.com/v1/tracks/0Zn63G0XTiqXwr1KSmARWz,https://api.spotify.com/v1/audio-analysis/0Zn63G0XTiqXwr1KSmARWz,334600,4,happy,"You're My Heart, You're My Soul",Modern Talking,67.0,The First & Second Album (30th Anniversary Edition),1985
0.634,0.893,11,-7.432,1,0.0403,0.0619,0.00142,0.161,0.667,124.621,audio_features,5nlwajOutaUfiSayarrZTy,spotify:track:5nlwajOutaUfiSayarrZTy,https://api.spotify.com/v1/tracks/5nlwajOutaUfiSayarrZTy,https://api.spotify.com/v1/audio-analysis/5nlwajOutaUfiSayarrZTy,268373,4,happy,The Only Way Is Up,Yazz,60.0,Wanted,1988
0.927,0.379,11,-15.887,1,0.136,0.216,8.3e-06,0.0432,0.947,111.733,audio_features,7jHOi7ls5RjJaOtmMSxY8w,spotify:track:7jHOi7ls5RjJaOtmMSxY8w,https://api.spotify.com/v1/tracks/7jHOi7ls5RjJaOtmMSxY8w,https://api.spotify.com/v1/audio-analysis/7jHOi7ls5RjJaOtmMSxY8w,246427,4,happy,Take My Heart (You Can Have It If You Want It),Kool & The Gang,52.0,Something Special,1981
0.461,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,audio_features,4tyl9OMKMG8F2L0RUYQMH3,spotify:track:4tyl9OMKMG8F2L0RUYQMH3,https://api.spotify.com/v1/tracks/4tyl9OMKMG8F2L0RUYQMH3,https://api.spotify.com/v1/audio-analysis/4tyl9OMKMG8F2L0RUYQMH3,249960,4,happy,Walk Of Life,Dire Straits,0.0,Brothers In Arms (Remastered),1985
0.775,0.775,7,-6.195,1,0.0317,0.198,8.07e-05,0.0868,0.966,113.017,audio_features,5BG2gxrtwu1OSgXIhm5XEk,spotify:track:5BG2gxrtwu1OSgXIhm5XEk,https://api.spotify.com/v1/tracks/5BG2gxrtwu1OSgXIhm5XEk,https://api.spotify.com/v1/audio-analysis/5BG2gxrtwu1OSgXIhm5XEk,245467,4,happy,Call Me,Ivana Spagna,39.0,Spagna & Spagna Greatest Hits,1993
0.67,0.903,10,-5.796,0,0.0402,0.0129,0.0,0.331,0.953,136.193,audio_features,6pPCOXIQeNMr1oCWJTomSf,spotify:track:6pPCOXIQeNMr1oCWJTomSf,https://api.spotify.com/v1/tracks/6pPCOXIQeNMr1oCWJTomSf,https://api.spotify.com/v1/audio-analysis/6pPCOXIQeNMr1oCWJTomSf,357147,4,happy,Sisters Are Doin' It for Themselves - Remastered Version,Eurythmics,58.0,Be Yourself Tonight,1985
0.707,0.788,6,-5.269,1,0.0333,0.214,0.000571,0.308,0.746,120.465,audio_features,2zjt2hHBbiv5SuxYg8Z7eP,spotify:track:2zjt2hHBbiv5SuxYg8Z7eP,https://api.spotify.com/v1/tracks/2zjt2hHBbiv5SuxYg8Z7eP,https://api.spotify.com/v1/audio-analysis/2zjt2hHBbiv5SuxYg8Z7eP,238120,4,happy,Girls Just Want to Have Fun,Cyndi Lauper,68.0,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),2014
0.756,0.61,5,-13.002,1,0.0709,0.0806,7.89e-05,0.114,0.863,173.818,audio_features,07itbZUgkAmBi4CEH5NniJ,spotify:track:07itbZUgkAmBi4CEH5NniJ,https://api.spotify.com/v1/tracks/07itbZUgkAmBi4CEH5NniJ,https://api.spotify.com/v1/audio-analysis/07itbZUgkAmBi4CEH5NniJ,189093,4,happy,I Got You Babe,UB40,66.0,Baggariddim,1985
0.582,0.908,7,-2.48,1,0.039,0.311,0.0323,0.0625,0.711,155.561,audio_features,2BgWv15eKCDfiubKo6o76k,spotify:track:2BgWv15eKCDfiubKo6o76k,https://api.spotify.com/v1/tracks/2BgWv15eKCDfiubKo6o76k,https://api.spotify.com/v1/audio-analysis/2BgWv15eKCDfiubKo6o76k,204387,4,happy,Two Hearts,Phil Collins,61.0,Love Songs (A Compilation Old and New),2004
0.918,0.616,0,-12.414,1,0.0564,0.256,0.0309,0.144,0.893,117.502,audio_features,3HbDHG6oHKjc6mc9JREW7T,spotify:track:3HbDHG6oHKjc6mc9JREW7T,https://api.spotify.com/v1/tracks/3HbDHG6oHKjc6mc9JREW7T,https://api.spotify.com/v1/audio-analysis/3HbDHG6oHKjc6mc9JREW7T,255613,4,happy,Dr. Beat,Miami Sound Machine,45.0,80s 100 Hits,2010
0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,audio_features,0uMMLry3hzWGn3q3loqMkm,spotify:track:0uMMLry3hzWGn3q3loqMkm,https://api.spotify.com/v1/tracks/0uMMLry3hzWGn3q3loqMkm,https://api.spotify.com/v1/audio-analysis/0uMMLry3hzWGn3q3loqMkm,174187,4,happy,La Bamba,Los Lobos,68.0,La Bamba / Charlena,1987
0.739,0.566,11,-13.534,1,0.0335,0.384,3.1e-06,0.0735,0.739,114.045,audio_features,4EUlszQIxlPwiHJ6e6j6Gy,spotify:track:4EUlszQIxlPwiHJ6e6j6Gy,https://api.spotify.com/v1/tracks/4EUlszQIxlPwiHJ6e6j6Gy,https://api.spotify.com/v1/audio-analysis/4EUlszQIxlPwiHJ6e6j6Gy,325173,4,happy,Never Knew Love Like This Before,Stephanie Mills,61.0,The Best Of Stephanie Mills,1995
0.714,0.583,1,-13.346,1,0.0391,0.273,0.000813,0.0288,0.849,108.822,audio_features,1DxT6f6mH7kLriOUWbujup,spotify:track:1DxT6f6mH7kLriOUWbujup,https://api.spotify.com/v1/tracks/1DxT6f6mH7kLriOUWbujup,https://api.spotify.com/v1/audio-analysis/1DxT6f6mH7kLriOUWbujup,382973,4,happy,All Night Long (All Night),Lionel Richie,52.0,Can't Slow Down,1983
0.564,0.911,2,-5.39,1,0.0536,0.159,4.36e-05,0.118,0.582,173.938,audio_features,4YR6Dextuoc3I8nJ0XgzKI,spotify:track:4YR6Dextuoc3I8nJ0XgzKI,https://api.spotify.com/v1/tracks/4YR6Dextuoc3I8nJ0XgzKI,https://api.spotify.com/v1/audio-analysis/4YR6Dextuoc3I8nJ0XgzKI,226293,4,happy,"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,67.0,The Essential Kenny Loggins,2002
0.64,0.834,2,-9.413,1,0.0534,0.278,0.0,0.0459,0.971,173.565,audio_features,5SXH73DSNyEC7hCovUbV0q,spotify:track:5SXH73DSNyEC7hCovUbV0q,https://api.spotify.com/v1/tracks/5SXH73DSNyEC7hCovUbV0q,https://api.spotify.com/v1/audio-analysis/5SXH73DSNyEC7hCovUbV0q,158440,4,happy,Making Your Mind Up,Bucks Fizz,41.0,80s 100 Hits - Volume 2,2011
0.63,0.84,9,-4.707,0,0.0383,0.162,7.06e-06,0.0887,0.537,104.882,audio_features,0z3WXu8NBUDOOLlLqFU6qT,spotify:track:0z3WXu8NBUDOOLlLqFU6qT,https://api.spotify.com/v1/tracks/0z3WXu8NBUDOOLlLqFU6qT,https://api.spotify.com/v1/audio-analysis/0z3WXu8NBUDOOLlLqFU6qT,225987,4,happy,Touch Me (I Want Your Body),Samantha Fox,52.0,Touch Me,2012
0.476,0.995,0,-2.02,1,0.115,0.182,0.000346,0.149,0.801,160.221,audio_features,7jwe3jBrWvjJD4TEsdZ3MM,spotify:track:7jwe3jBrWvjJD4TEsdZ3MM,https://api.spotify.com/v1/tracks/7jwe3jBrWvjJD4TEsdZ3MM,https://api.spotify.com/v1/audio-analysis/7jwe3jBrWvjJD4TEsdZ3MM,153387,4,happy,Oh Julie,Shakin' Stevens,39.0,Rocking Rhythm,2011
0.493,0.665,9,-13.817,0,0.0424,0.117,0.0,0.159,0.877,152.644,audio_features,5AhRNIjYPBleR1lfHphcrE,spotify:track:5AhRNIjYPBleR1lfHphcrE,https://api.spotify.com/v1/tracks/5AhRNIjYPBleR1lfHphcrE,https://api.spotify.com/v1/audio-analysis/5AhRNIjYPBleR1lfHphcrE,270800,4,happy,The Edge of Heaven,Wham!,57.0,Music From The Edge Of Heaven,1986
0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,audio_features,0snPJPxkk0MbTc0xeUvAPt,spotify:track:0snPJPxkk0MbTc0xeUvAPt,https://api.spotify.com/v1/tracks/0snPJPxkk0MbTc0xeUvAPt,https://api.spotify.com/v1/audio-analysis/0snPJPxkk0MbTc0xeUvAPt,270720,4,happy,Dancing On The Ceiling,Lionel Richie,70.0,Dancing On The Ceiling (Expanded Edition),1986
0.681,0.839,4,-11.69,0,0.033,0.113,1.02e-06,0.0472,0.628,106.501,audio_features,6diwBLVL5iXxonbt2INBmS,spotify:track:6diwBLVL5iXxonbt2INBmS,https://api.spotify.com/v1/tracks/6diwBLVL5iXxonbt2INBmS,https://api.spotify.com/v1/audio-analysis/6diwBLVL5iXxonbt2INBmS,260773,4,happy,"Could It Be I'm Falling in Love - 7"" Version",David Grant,49.0,Could It Be I'm Falling in Love,1985
0.611,0.784,0,-11.869,1,0.0331,0.157,0.00035,0.316,0.834,108.915,audio_features,1NUDglpwwjYElxi6siVRka,spotify:track:1NUDglpwwjYElxi6siVRka,https://api.spotify.com/v1/tracks/1NUDglpwwjYElxi6siVRka,https://api.spotify.com/v1/audio-analysis/1NUDglpwwjYElxi6siVRka,242000,4,happy,Love Train,Holly Johnson,49.0,Blast,1989
0.634,0.901,4,-6.508,1,0.0333,0.0061,9.01e-06,0.0419,0.687,122.851,audio_features,4V9BTST4BSkvOL4xIQNHuS,spotify:track:4V9BTST4BSkvOL4xIQNHuS,https://api.spotify.com/v1/tracks/4V9BTST4BSkvOL4xIQNHuS,https://api.spotify.com/v1/audio-analysis/4V9BTST4BSkvOL4xIQNHuS,247093,4,happy,Heaven Is a Place on Earth,Belinda Carlisle,66.0,Heaven on Earth (Remastered & Expanded Special Edition),1987
0.813,0.699,7,-8.656,1,0.0458,0.0251,0.0135,0.0527,0.732,117.548,audio_features,7arHM2KZ0KzIZXFVDRGClI,spotify:track:7arHM2KZ0KzIZXFVDRGClI,https://api.spotify.com/v1/tracks/7arHM2KZ0KzIZXFVDRGClI,https://api.spotify.com/v1/audio-analysis/7arHM2KZ0KzIZXFVDRGClI,231560,4,happy,Holiday,Madonna,59.0,Madonna,1983
0.77,0.827,1,-8.754,1,0.0369,0.298,0.000357,0.199,0.888,109.059,audio_features,3LDefGtx6L0wV6u8zckjUu,spotify:track:3LDefGtx6L0wV6u8zckjUu,https://api.spotify.com/v1/tracks/3LDefGtx6L0wV6u8zckjUu,https://api.spotify.com/v1/audio-analysis/3LDefGtx6L0wV6u8zckjUu,211253,4,happy,A Night to Remember - Single Version,Shalamar,55.0,A Night to Remember,1999
0.835,0.679,5,-10.539,0,0.0322,0.137,0.476,0.0611,0.936,119.862,audio_features,1uI848raFaNWwe9HjHpjQ5,spotify:track:1uI848raFaNWwe9HjHpjQ5,https://api.spotify.com/v1/tracks/1uI848raFaNWwe9HjHpjQ5,https://api.spotify.com/v1/audio-analysis/1uI848raFaNWwe9HjHpjQ5,234813,4,happy,Boys - Summertime Love,Sabrina,56.0,Sabrina,1988
0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922,audio_features,67iAlVNDDdddxqSD2EZhFs,spotify:track:67iAlVNDDdddxqSD2EZhFs,https://api.spotify.com/v1/tracks/67iAlVNDDdddxqSD2EZhFs,https://api.spotify.com/v1/audio-analysis/67iAlVNDDdddxqSD2EZhFs,219467,4,happy,I'm Gonna Be (500 Miles),The Proclaimers,74.0,Sunshine on Leith,1988
0.652,0.634,9,-9.914,1,0.0261,0.566,1.08e-06,0.15,0.674,114.681,audio_features,0RteYQqW1AOq3JNL0yMWYt,spotify:track:0RteYQqW1AOq3JNL0yMWYt,https://api.spotify.com/v1/tracks/0RteYQqW1AOq3JNL0yMWYt,https://api.spotify.com/v1/audio-analysis/0RteYQqW1AOq3JNL0yMWYt,211227,4,happy,You Got It,Roy Orbison,52.0,The Essential Roy Orbison,2006
0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,audio_features,0ZfM5XfJTtFPhOxAERRnNY,spotify:track:0ZfM5XfJTtFPhOxAERRnNY,https://api.spotify.com/v1/tracks/0ZfM5XfJTtFPhOxAERRnNY,https://api.spotify.com/v1/audio-analysis/0ZfM5XfJTtFPhOxAERRnNY,237320,4,happy,The Look,Roxette,2.0,Look Sharp! (2009 Version),1988
0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,audio_features,0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,216053,4,happy,Summer Of '69,Bryan Adams,82.0,Reckless (30th Anniversary / Deluxe Edition),1984
0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,audio_features,0nd1Vs5BIoIU4TJlzR8KVB,spotify:track:0nd1Vs5BIoIU4TJlzR8KVB,https://api.spotify.com/v1/tracks/0nd1Vs5BIoIU4TJlzR8KVB,https://api.spotify.com/v1/audio-analysis/0nd1Vs5BIoIU4TJlzR8KVB,193200,4,happy,Faith - Remastered,George Michael,61.0,Faith,1987
0.76,0.556,5,-8.872,0,0.0817,0.63,0.0,0.148,0.817,121.818,audio_features,1qvDt6W8oaTO9Q4pFNMFEm,spotify:track:1qvDt6W8oaTO9Q4pFNMFEm,https://api.spotify.com/v1/tracks/1qvDt6W8oaTO9Q4pFNMFEm,https://api.spotify.com/v1/audio-analysis/1qvDt6W8oaTO9Q4pFNMFEm,200827,4,happy,Morning Train (Nine to Five) - Edit,Sheena Easton,59.0,Take My Time,1981
0.747,0.586,9,-10.119,0,0.0299,0.0708,8e-05,0.0427,0.893,164.718,audio_features,6lRkdG1HurVS72F9GoBeWJ,spotify:track:6lRkdG1HurVS72F9GoBeWJ,https://api.spotify.com/v1/tracks/6lRkdG1HurVS72F9GoBeWJ,https://api.spotify.com/v1/audio-analysis/6lRkdG1HurVS72F9GoBeWJ,201867,4,happy,Good Thing,Fine Young Cannibals,66.0,The Raw & The Cooked,1988
0.603,0.886,0,-7.301,0,0.0465,0.0418,0.000171,0.295,0.727,114.045,audio_features,1oFiPGBafH9Woo9AMwgBSl,spotify:track:1oFiPGBafH9Woo9AMwgBSl,https://api.spotify.com/v1/tracks/1oFiPGBafH9Woo9AMwgBSl,https://api.spotify.com/v1/audio-analysis/1oFiPGBafH9Woo9AMwgBSl,249600,4,happy,I'm Every Woman,Chaka Khan,67.0,Chaka,1978
0.862,0.624,3,-11.63,1,0.0565,0.0192,0.000153,0.0465,0.882,124.896,audio_features,3yDhZq8f17SmumVmEyCaRN,spotify:track:3yDhZq8f17SmumVmEyCaRN,https://api.spotify.com/v1/tracks/3yDhZq8f17SmumVmEyCaRN,https://api.spotify.com/v1/audio-analysis/3yDhZq8f17SmumVmEyCaRN,254240,4,happy,Give It Up,KC & The Sunshine Band,69.0,All In a Night's Work (Expanded Version),2016
0.81,0.819,11,-5.195,0,0.0479,0.157,0.0,0.2,0.742,125.168,audio_features,49Z1CxsGFXeGSYAQpfk0Uv,spotify:track:49Z1CxsGFXeGSYAQpfk0Uv,https://api.spotify.com/v1/tracks/49Z1CxsGFXeGSYAQpfk0Uv,https://api.spotify.com/v1/audio-analysis/49Z1CxsGFXeGSYAQpfk0Uv,242253,4,happy,Let's Groove,"Earth, Wind & Fire",0.0,Party Starters!,2013
0.758,0.901,4,-7.937,0,0.0399,0.166,0.0477,0.0727,0.818,124.982,audio_features,69U1Mlh2xMxx3SGOL1mSXQ,spotify:track:69U1Mlh2xMxx3SGOL1mSXQ,https://api.spotify.com/v1/tracks/69U1Mlh2xMxx3SGOL1mSXQ,https://api.spotify.com/v1/audio-analysis/69U1Mlh2xMxx3SGOL1mSXQ,236440,4,happy,Rhythm Is Gonna Get You,Gloria Estefan,49.0,The Very Best Of Gloria Estefan (English Version),1984
0.533,0.783,7,-10.61,1,0.0366,0.0116,0.0565,0.186,0.726,124.874,audio_features,07ABETRdek3ACMpRPvQuaT,spotify:track:07ABETRdek3ACMpRPvQuaT,https://api.spotify.com/v1/tracks/07ABETRdek3ACMpRPvQuaT,https://api.spotify.com/v1/audio-analysis/07ABETRdek3ACMpRPvQuaT,234907,4,happy,Always on My Mind,Pet Shop Boys,71.0,Discography - Complete Singles Collection,1998
0.869,0.729,7,-12.668,0,0.0418,0.134,0.269,0.0872,0.917,119.711,audio_features,6VZdUa8JjaGF2LGsiRG9lC,spotify:track:6VZdUa8JjaGF2LGsiRG9lC,https://api.spotify.com/v1/tracks/6VZdUa8JjaGF2LGsiRG9lC,https://api.spotify.com/v1/audio-analysis/6VZdUa8JjaGF2LGsiRG9lC,380400,4,happy,Stomp!,The Brothers Johnson,57.0,Light Up The Night,1980
0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,audio_features,62LJFaYihsdVrrkgUOJC05,spotify:track:62LJFaYihsdVrrkgUOJC05,https://api.spotify.com/v1/tracks/62LJFaYihsdVrrkgUOJC05,https://api.spotify.com/v1/audio-analysis/62LJFaYihsdVrrkgUOJC05,226240,4,happy,Kiss,Prince,73.0,Parade - Music from the Motion Picture Under the Cherry Moon,1986
0.744,0.67,5,-5.305,1,0.0298,0.0831,0.0,0.184,0.856,119.706,audio_features,5hRXW7bDPwj08jTI74N3gg,spotify:track:5hRXW7bDPwj08jTI74N3gg,https://api.spotify.com/v1/tracks/5hRXW7bDPwj08jTI74N3gg,https://api.spotify.com/v1/audio-analysis/5hRXW7bDPwj08jTI74N3gg,249840,4,happy,Dressed For Success,Roxette,0.0,Look Sharp! (2009 Version),1988
0.677,0.616,10,-13.826,1,0.032,0.458,0.0132,0.349,0.851,114.223,audio_features,2aEuA8PSqLa17Y4hKPj5rr,spotify:track:2aEuA8PSqLa17Y4hKPj5rr,https://api.spotify.com/v1/tracks/2aEuA8PSqLa17Y4hKPj5rr,https://api.spotify.com/v1/audio-analysis/2aEuA8PSqLa17Y4hKPj5rr,226333,4,happy,Cheri Cheri Lady,Modern Talking,70.0,Let's Talk About Love,1985
0.654,0.837,9,-6.121,1,0.0456,0.155,0.0,0.113,0.777,116.003,audio_features,2GZ0dVvRcmtojWuPgBfKIl,spotify:track:2GZ0dVvRcmtojWuPgBfKIl,https://api.spotify.com/v1/tracks/2GZ0dVvRcmtojWuPgBfKIl,https://api.spotify.com/v1/audio-analysis/2GZ0dVvRcmtojWuPgBfKIl,238013,4,happy,The Motown Song (with The Temptations) - 2008 Remaster,Rod Stewart,43.0,Some Guys Have All the Luck,2008
0.711,0.581,0,-14.108,1,0.0357,0.408,0.0,0.0709,0.949,117.084,audio_features,58qBa4R0T7u0ZiuRvMJRUN,spotify:track:58qBa4R0T7u0ZiuRvMJRUN,https://api.spotify.com/v1/tracks/58qBa4R0T7u0ZiuRvMJRUN,https://api.spotify.com/v1/audio-analysis/58qBa4R0T7u0ZiuRvMJRUN,224933,4,happy,Sweet Little Mystery,Wet Wet Wet,62.0,Popped In Souled Out,1987
0.662,0.844,3,-6.034,1,0.027,0.145,0.00011,0.137,0.592,116.346,audio_features,09huOVRryZNV2deKFZLJDC,spotify:track:09huOVRryZNV2deKFZLJDC,https://api.spotify.com/v1/tracks/09huOVRryZNV2deKFZLJDC,https://api.spotify.com/v1/audio-analysis/09huOVRryZNV2deKFZLJDC,270720,4,happy,Waiting for a Star to Fall,Boy Meets Girl,63.0,Reel Life (Expanded Edition),1988
0.887,0.755,6,-3.679,0,0.0456,0.0427,2.77e-05,0.325,0.877,125.455,audio_features,4FP8dyBjGDBxcVRTTxOeog,spotify:track:4FP8dyBjGDBxcVRTTxOeog,https://api.spotify.com/v1/tracks/4FP8dyBjGDBxcVRTTxOeog,https://api.spotify.com/v1/audio-analysis/4FP8dyBjGDBxcVRTTxOeog,228213,4,happy,Can You Feel It,The Jacksons,46.0,The Best Of The 80's,2007
0.804,0.475,0,-11.148,1,0.0359,0.252,0.0151,0.112,0.743,125.768,audio_features,4FEyVH9a4WGY6zdhVixIxE,spotify:track:4FEyVH9a4WGY6zdhVixIxE,https://api.spotify.com/v1/tracks/4FEyVH9a4WGY6zdhVixIxE,https://api.spotify.com/v1/audio-analysis/4FEyVH9a4WGY6zdhVixIxE,234440,4,happy,Any Dream Will Do,Andrew Lloyd Webber,53.0,Joseph And The Amazing Technicolor Dreamcoat,1991
0.752,0.839,9,-6.879,1,0.0503,0.0236,0.0,0.263,0.864,104.794,audio_features,3Uyxe1fbF4zWSEwy38qgMw,spotify:track:3Uyxe1fbF4zWSEwy38qgMw,https://api.spotify.com/v1/tracks/3Uyxe1fbF4zWSEwy38qgMw,https://api.spotify.com/v1/audio-analysis/3Uyxe1fbF4zWSEwy38qgMw,253413,4,happy,Neutron Dance,The Pointer Sisters,54.0,Break Out (1983 Version - Expanded Edition),1983
0.703,0.685,2,-11.581,1,0.033,0.323,0.000567,0.0537,0.963,131.842,audio_features,5OKScc0MSa9Wl8g2zrulLn,spotify:track:5OKScc0MSa9Wl8g2zrulLn,https://api.spotify.com/v1/tracks/5OKScc0MSa9Wl8g2zrulLn,https://api.spotify.com/v1/audio-analysis/5OKScc0MSa9Wl8g2zrulLn,303493,4,happy,Cherish,Madonna,52.0,Like a Prayer,1989
0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,audio_features,4d6eqRtpDX7tydHJGDZUBQ,spotify:track:4d6eqRtpDX7tydHJGDZUBQ,https://api.spotify.com/v1/tracks/4d6eqRtpDX7tydHJGDZUBQ,https://api.spotify.com/v1/audio-analysis/4d6eqRtpDX7tydHJGDZUBQ,215773,4,happy,She Drives Me Crazy,Fine Young Cannibals,74.0,The Raw & The Cooked,1988
0.623,0.94,0,-5.731,1,0.0365,0.202,0.00184,0.0472,0.837,131.037,audio_features,480dDrqG7LO6qDaphHeXlM,spotify:track:480dDrqG7LO6qDaphHeXlM,https://api.spotify.com/v1/tracks/480dDrqG7LO6qDaphHeXlM,https://api.spotify.com/v1/audio-analysis/480dDrqG7LO6qDaphHeXlM,210133,4,happy,Invisible Touch - Remastered 2007,Genesis,69.0,Invisible Touch,1986
0.78,0.546,1,-14.619,1,0.0959,0.0313,0.854,0.0813,0.541,117.05,audio_features,2MXo0rStHudN4KrgJqz6bC,spotify:track:2MXo0rStHudN4KrgJqz6bC,https://api.spotify.com/v1/tracks/2MXo0rStHudN4KrgJqz6bC,https://api.spotify.com/v1/audio-analysis/2MXo0rStHudN4KrgJqz6bC,181187,4,happy,"Axel F - From ""Beverly Hills Cop""",Harold Faltermeyer,0.0,True Disco (3 CD Set),2006
0.541,0.599,9,-8.127,1,0.0495,0.602,0.0,0.325,0.715,126.901,audio_features,5kU0M9DZyGy1DaedeAyefi,spotify:track:5kU0M9DZyGy1DaedeAyefi,https://api.spotify.com/v1/tracks/5kU0M9DZyGy1DaedeAyefi,https://api.spotify.com/v1/audio-analysis/5kU0M9DZyGy1DaedeAyefi,158467,4,happy,With A Little Help From My Friends,Wet Wet Wet,48.0,Popped In Souled Out (30th Anniversary Edition),1987
0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,audio_features,1ZPlNanZsJSPK5h9YZZFbZ,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,https://api.spotify.com/v1/tracks/1ZPlNanZsJSPK5h9YZZFbZ,https://api.spotify.com/v1/audio-analysis/1ZPlNanZsJSPK5h9YZZFbZ,218627,4,happy,Like a Virgin,Madonna,72.0,Like a Virgin (Reissue),1984
0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049,audio_features,2wSAWEYUHkt92X4SBAPqZE,spotify:track:2wSAWEYUHkt92X4SBAPqZE,https://api.spotify.com/v1/tracks/2wSAWEYUHkt92X4SBAPqZE,https://api.spotify.com/v1/audio-analysis/2wSAWEYUHkt92X4SBAPqZE,252773,4,happy,Karma Chameleon - Remastered 2002,Culture Club,75.0,Colour By Numbers,1983
0.706,0.701,7,-10.251,0,0.0288,0.192,5.25e-06,0.0737,0.961,112.805,audio_features,4zGz2XJCpLqBNAmqYGaJw9,spotify:track:4zGz2XJCpLqBNAmqYGaJw9,https://api.spotify.com/v1/tracks/4zGz2XJCpLqBNAmqYGaJw9,https://api.spotify.com/v1/audio-analysis/4zGz2XJCpLqBNAmqYGaJw9,256773,4,happy,I Can Make You Feel Good,Shalamar,51.0,A Night to Remember,1999
